X,y
"[0.81878294 0.81700113 0.82898593 0.85342361 0.8830244  0.79312185
 0.84281021 0.8603389  0.85346215 0.79637429 0.85568926 0.86897968
 0.85685087 0.81082102 0.86910955 0.87819545 0.86212155 0.83057889
 0.87686951 0.88056569 0.86466728 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.86039451 0.90707193 0.93729408 0.9667411  0.99624583 0.8914501
 0.96330786 0.96224562 0.94657279 0.88191658 0.96692354 0.96066973
 0.94339762 0.88000259 0.96088421 0.95249068 0.93335426 0.88305333
 0.94443187 0.94148523 0.92709702 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.83239455 0.87612522 0.90748357 0.93198766 0.95382519 0.88752193
 0.95561118 0.95519032 0.94107943 0.87917992 0.96042327 0.95196303
 0.93501839 0.87650376 0.95505855 0.94379829 0.92447811 0.8764255
 0.93785575 0.93134738 0.91567648 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.74128733 0.71722061 0.70516102 0.71139972 0.7312725  0.7108164
 0.7234249  0.72625091 0.72707764 0.73716159 0.7641051  0.75996299
 0.75555708 0.76257872 0.78678614 0.77989863 0.77243745 0.78529086
 0.805388   0.7999153  0.7952904  0.91828061 0.9187486  0.94162053
 0.96877631 0.98781586 0.91656792 0.98121868 0.99228037 0.98057811
 0.92815411 1.01732365 1.01049796 0.9797781  0.94615214 1.02920707
 1.0189926  0.98898993 0.96649765 1.03338387 1.02519618 1.00039862]",fosforo
"[0.69209444 0.69607114 0.69786791 0.70176578 0.70505401 0.65459897
 0.70454977 0.71219315 0.70463355 0.65664556 0.72319482 0.72261086
 0.70913496 0.66731992 0.72966915 0.7252365  0.70788961 0.6807502
 0.72667651 0.72485025 0.71184459 1.00202126 0.97132299 0.95908634
 0.96738739 0.99605387 0.9668804  0.99960659 1.00302123 0.99464629
 1.00010214 1.04577715 1.04008349 1.02537843 1.03293332 1.07722348
 1.06772713 1.05232125 1.06234377 1.09644454 1.08905857 1.07637462]",fosforo
"[0.93919746 0.93668044 0.95365378 0.97751156 0.99126605 0.92741925
 0.98656267 0.99941612 0.98902799 0.94066328 1.02156134 1.02056507
 0.99579628 0.96095409 1.03938164 1.0318542  1.00489986 0.98263604
 1.04819565 1.04105727 1.01981703 0.74013014 0.71677406 0.70313602
 0.7073354  0.72568841 0.70688349 0.71883098 0.72413422 0.72687853
 0.73148602 0.76124632 0.75909684 0.75527661 0.7561633  0.78350863
 0.77773205 0.77020655 0.77842031 0.80094949 0.79630747 0.79145442]",fosforo
"[0.76667986 0.73710164 0.71542098 0.71336613 0.72720291 0.71592108
 0.72115973 0.72448795 0.72846119 0.74146459 0.76251655 0.76110145
 0.7595794  0.7684252  0.7868477  0.78209834 0.776737   0.79366584
 0.80814233 0.80380383 0.80054982 0.89745607 0.90429123 0.93217402
 0.9608047  0.97532312 0.90141396 0.97000085 0.97885188 0.96359163
 0.90809849 1.00000717 0.99344432 0.96342792 0.92260784 1.00987423
 0.9987568  0.96838054 0.94011052 1.01215962 1.00313416 0.97838263]",fosforo
"[0.7103212  0.70618613 0.70035236 0.7007361  0.70470946 0.65357896
 0.69109944 0.70812757 0.71014695 0.65951415 0.72174097 0.73142669
 0.72268128 0.67429594 0.73289659 0.73523946 0.72152366 0.69113896
 0.73460935 0.73541924 0.72359944 1.03235178 0.99647119 0.97752381
 0.98550123 1.01119621 0.95985597 0.99841203 1.01350028 1.01115248
 0.99215233 1.04586577 1.04705203 1.03339856 1.02635852 1.07651148
 1.07251291 1.05514017 1.05883021 1.09741799 1.09290391 1.07785992]",fosforo
"[1.03500306 0.99715132 0.97156148 0.97108228 0.99143432 0.95299708
 0.98065711 0.99732966 0.99773    0.9866144  1.03168133 1.03704066
 1.02456741 1.02375338 1.06255158 1.06197384 1.04728059 1.05796087
 1.08712691 1.08427131 1.07150548 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fosforo
"[0.8782124  0.86000719 0.83023101 0.81686378 0.80314581 0.76038981
 0.69793958 0.66180188 0.63640793 0.7764274  0.76887901 0.78142013
 0.79428559 0.7977256  0.7787925  0.76812858 0.76160889 0.81953966
 0.79320434 0.77542087 0.75962159 0.93161087 0.90030687 0.86096334
 0.82582899 0.79483088 0.83453598 0.77921988 0.74392531 0.71337853
 0.83187793 0.77293479 0.7360007  0.70294984 0.83887084 0.79011541
 0.75910352 0.72943893 0.85251627 0.82574451 0.81100805 0.7966156 ]",esposa
"[0.92309409 0.89328966 0.86952394 0.85726579 0.84373229 0.81094821
 0.75999888 0.72988476 0.70534226 0.82170362 0.77670373 0.74797974
 0.72321967 0.84167428 0.81639998 0.80267578 0.78928059 0.86744113
 0.85538829 0.85234373 0.84969262 0.97355243 0.97179366 0.95096364
 0.94161069 0.93835996 0.91507936 0.88100944 0.84761708 0.81400066
 0.90158673 0.87753648 0.86509154 0.85656479 0.8985419  0.87502232
 0.8568755  0.84254267 0.90135246 0.8750967  0.86366956 0.85994123]",esposa
"[0.94480123 0.88798715 0.83754049 0.79404252 0.75387452 0.8295431
 0.77404333 0.73717092 0.70663846 0.84038124 0.77809772 0.73867754
 0.70406728 0.86256013 0.81455742 0.78143624 0.75030277 0.8912695
 0.87249821 0.85885087 0.84283464 0.88629667 0.87000618 0.84229338
 0.82944247 0.81542913 0.79210618 0.76478883 0.75456468 0.7546403
 0.80059822 0.79105043 0.78154897 0.77403308 0.81194002 0.78885872
 0.76462048 0.74260764 0.82338077 0.7905524  0.7667189  0.74609112]",esposa
"[0.93199074 0.88813788 0.84509251 0.80616129 0.76796433 0.8243644
 0.76882866 0.73552671 0.70589909 0.83033641 0.76864339 0.73242329
 0.69747359 0.84553561 0.793984   0.76300741 0.73165598 0.86726033
 0.84541875 0.83460828 0.82001729 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.98434746 0.98231975 0.94560139 0.91601781 0.890087   0.9148648
 0.89428032 0.86891955 0.84538897 0.89903968 0.8737931  0.84633596
 0.81956473 0.89044166 0.8490903  0.80877589 0.77299207 0.88641799
 0.83817614 0.80354472 0.77763329 0.96891605 0.91499001 0.87092508
 0.84417717 0.81967624 0.83216509 0.77168623 0.73684451 0.70768595
 0.84467147 0.78707198 0.75071126 0.71936666 0.86841438 0.82923291
 0.80520296 0.78171565 0.89917223 0.88402971 0.87175841 0.8570988 ]",esposa
"[0.91194473 0.87958211 0.85399511 0.84202213 0.82988316 0.80277763
 0.75608422 0.72805396 0.70543618 0.81513629 0.77409219 0.74771237
 0.72512563 0.83609514 0.81272212 0.79927432 0.78683763 0.86297399
 0.85557801 0.85595876 0.85610629 0.95645993 0.94371545 0.89394445
 0.85176093 0.81699499 0.92620738 0.93283018 0.92617929 0.91832211
 0.9181778  0.90243537 0.87395801 0.84506321 0.90668576 0.8705444
 0.83475734 0.80253333 0.89551586 0.85703655 0.82897926 0.80723314]",esposa
"[0.70620399 0.66597224 0.63477002 0.61070749 0.58649207 0.65193309
 0.63315966 0.61877907 0.60895741 0.67481704 0.65897371 0.64738007
 0.63949805 0.69814382 0.68873578 0.68237519 0.67812993 0.72116052
 0.72621808 0.72994025 0.73245126 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",arboles
"[0.54105813 0.55159988 0.53781862 0.52094043 0.51125863 0.47413378
 0.44056418 0.41740343 0.40173919 0.45721577 0.42305094 0.3996704
 0.38066473 0.45025871 0.41674058 0.39072078 0.37101072 0.45103084
 0.41815527 0.3941962  0.37465353 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",arboles
"[0.69388137 0.65177477 0.61897094 0.59267355 0.56794756 0.63176498
 0.61064365 0.5952566  0.58508722 0.6549061  0.63709738 0.62499244
 0.61653562 0.67838449 0.66585327 0.65734775 0.6514708  0.70070094
 0.70421977 0.7072181  0.70955984 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",arboles
"[0.72028255 0.67889896 0.64914433 0.62723384 0.60550191 0.66923218
 0.65215302 0.63873858 0.63000406 0.69346924 0.68048273 0.67100487
 0.66570436 0.71707906 0.70935783 0.70409995 0.70096471 0.73918233
 0.74621498 0.75209035 0.75705666 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",arboles
"[0.53502288 0.55019623 0.54102817 0.52756321 0.52135955 0.48663781
 0.45900975 0.43890073 0.42446993 0.46747991 0.4381307  0.41769298
 0.39949815 0.45589988 0.4261135  0.40486057 0.3884971  0.45150283
 0.42073633 0.39815845 0.37919681 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",arboles
"[0.75379983 0.72166055 0.70441477 0.69281703 0.67508712 0.7317108
 0.73774307 0.74299154 0.74754104 0.75721067 0.76207703 0.76584691
 0.7691796  0.78137684 0.78835841 0.7932505  0.79591929 0.80279546
 0.81413465 0.82054119 0.82462715 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",madre
"[0.88600238 0.84833397 0.8127538  0.78645288 0.76808002 0.80243147
 0.76988522 0.75109008 0.73736104 0.81679023 0.78226239 0.76029753
 0.74442668 0.83593242 0.80572669 0.78701528 0.77356581 0.85767997
 0.84069948 0.82857394 0.81868534 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",madre
"[0.77029585 0.73693058 0.71669332 0.70337325 0.68692693 0.74151161
 0.74293643 0.74550745 0.74819528 0.76651612 0.76619055 0.76805111
 0.77005525 0.79078369 0.79301031 0.79587614 0.79714237 0.81321989
 0.82108123 0.82550324 0.82770257 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",madre
"[0.73834038 0.70800552 0.69288957 0.68389747 0.6696396  0.72502918
 0.73340511 0.73955261 0.74500484 0.7506275  0.75819554 0.7642092
 0.76915344 0.77393399 0.78250504 0.7889032  0.79288387 0.79422105
 0.80632974 0.81266317 0.81633866 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",madre
"[0.88090342 0.84141905 0.80579895 0.78003965 0.7619055  0.7996488
 0.77015708 0.7536349  0.74160028 0.81561919 0.78401978 0.76455596
 0.75075905 0.83551601 0.80812375 0.79134291 0.77915098 0.8572275
 0.84269899 0.83215035 0.82352909 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",madre
"[0.89026401 0.85339628 0.81770537 0.7915302  0.77376466 0.80384992
 0.76964277 0.75003487 0.73555992 0.81716425 0.78067456 0.75764761
 0.7408084  0.83532793 0.80342723 0.78312977 0.76802179 0.85625779
 0.83814581 0.8251652  0.81440438 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",madre
"[0.78230207 0.75227103 0.73042416 0.71619118 0.70540065 0.7297859
 0.70745655 0.71651545 0.73142477 0.73436429 0.71103642 0.72228668
 0.7380373  0.74074675 0.71692384 0.72919235 0.74558986 0.74949205
 0.72628753 0.73444243 0.74843279 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.7728264  0.74435825 0.72214447 0.7068351  0.69533292 0.71965188
 0.69773326 0.70745639 0.72215148 0.72328692 0.70088799 0.71224415
 0.72743309 0.72842499 0.70568108 0.7179639  0.73393543 0.73546784
 0.71389149 0.72267607 0.73664283 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.79671932 0.76479656 0.74391068 0.730046   0.7194531  0.74687199
 0.72448764 0.73143849 0.74492287 0.75166832 0.72845123 0.73689596
 0.75104578 0.75783342 0.73380346 0.74274088 0.75761493 0.76576994
 0.74267192 0.74874035 0.76164558 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hermana
"[0.90928317 0.84503321 0.77826623 0.72499507 0.68474965 0.75903001
 0.71964847 0.70357392 0.69945173 0.78881114 0.76151737 0.75624984
 0.75702627 0.82406677 0.80266864 0.80865115 0.82244735 0.85751915
 0.83822968 0.84288886 0.85097336 0.72363206 0.65166185 0.60433945
 0.56668571 0.53438788 0.65546907 0.64878902 0.65243318 0.65943764
 0.71046151 0.72968702 0.73592871 0.73966418 0.75761395 0.77422276
 0.76944525 0.76148284 0.79419457 0.79478334 0.78871002 0.78207844]",chocar
"[0.97479748 0.90942238 0.84079621 0.78224643 0.73906776 0.82637021
 0.77523354 0.74681388 0.73288338 0.85275062 0.80546092 0.79445553
 0.79621815 0.887428   0.85234403 0.84793178 0.85486532 0.92227244
 0.90145327 0.9025358  0.90908501 0.80566573 0.73792731 0.69559681
 0.65541474 0.61228667 0.74899675 0.76277791 0.76812388 0.77186823
 0.79942137 0.80702217 0.80151052 0.79713872 0.84256141 0.83171166
 0.82565643 0.82068029 0.8759747  0.86201336 0.85314613 0.84867742]",chocar
"[0.90272636 0.83835656 0.76913267 0.71546089 0.67672914 0.75562707
 0.7220375  0.71078346 0.71271894 0.78977293 0.7675219  0.76826887
 0.77230821 0.82824937 0.80900061 0.81914801 0.83220561 0.86456645
 0.8432381  0.84971653 0.85729872 0.75426077 0.68016323 0.6262647
 0.58740815 0.55079408 0.67037504 0.65879602 0.65783522 0.65884896
 0.72312417 0.73828234 0.7457683  0.74986397 0.77058992 0.78415016
 0.78014712 0.77197092 0.80981979 0.80913882 0.80503867 0.79871156]",chocar
"[0.69502748 0.62594751 0.58336891 0.55142166 0.52295398 0.63997592
 0.64023086 0.64601347 0.65273459 0.69453821 0.71979442 0.72527444
 0.72678554 0.74010178 0.75980516 0.75340569 0.74327762 0.77512245
 0.77668693 0.76935747 0.76179216 0.91151006 0.85183758 0.78520637
 0.73664692 0.7061541  0.76462617 0.72742922 0.70556448 0.69217674
 0.78933502 0.76470347 0.76055721 0.75879065 0.82095191 0.80534101
 0.81766665 0.83244515 0.85247254 0.83614392 0.84616898 0.85731035]",chocar
"[0.82110469 0.75123293 0.70377819 0.66619026 0.62591856 0.75336376
 0.75833041 0.76199196 0.76674844 0.80174767 0.81793527 0.82185678
 0.82363417 0.84462318 0.84175374 0.83683733 0.83122728 0.87956387
 0.87167716 0.86517065 0.86039429 0.95848323 0.89491894 0.8279189
 0.7701266  0.72700666 0.81766076 0.767981   0.74261249 0.73059858
 0.84695089 0.80749901 0.79671822 0.79656634 0.88385382 0.85861058
 0.85377392 0.85825125 0.91916037 0.90638685 0.90770145 0.91321717]",chocar
"[0.79109323 0.72618256 0.68621851 0.64797608 0.60574474 0.74608711
 0.75957209 0.76788089 0.7749256  0.79839588 0.81944461 0.8205411
 0.81894899 0.84099519 0.83787235 0.82859831 0.81967111 0.8730987
 0.86015397 0.84938754 0.84249144 0.98968013 0.92539109 0.85528325
 0.79930893 0.75617642 0.83867362 0.7866742  0.759797   0.74576618
 0.86373933 0.81471225 0.80184636 0.80152639 0.89726961 0.86015223
 0.85270903 0.85565946 0.93242388 0.91146479 0.9112704  0.91642116]",chocar
"[0.85066249 0.80233975 0.78807299 0.80573722 0.83581359 0.81055747
 0.81269601 0.81241136 0.81007783 0.85447786 0.86707609 0.86213576
 0.85461986 0.89599827 0.89918957 0.89254854 0.88650064 0.93167509
 0.93136522 0.92180097 0.9141489  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[1.01748914 0.95436933 0.9127491  0.90260771 0.91565609 0.88494471
 0.8559802  0.83809097 0.82603782 0.91323146 0.91197825 0.92633139
 0.93613399 0.9500968  0.9524647  0.96220582 0.97054693 0.98727768
 0.98918997 0.99692244 1.00401828 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.8742943  0.82339621 0.80537794 0.81953677 0.84804277 0.82203743
 0.8206941  0.81939378 0.81673461 0.86580034 0.87642672 0.87373096
 0.86783437 0.90858576 0.91143534 0.9068458  0.90212103 0.94640244
 0.94610314 0.93800732 0.93132059 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.82102454 0.77500057 0.76743966 0.79048663 0.82190721 0.79537171
 0.80123577 0.80604614 0.80906448 0.84118942 0.85128622 0.84241744
 0.83342479 0.88232785 0.88165616 0.87334876 0.86706431 0.9162416
 0.91234478 0.90145245 0.8932567  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[1.00946791 0.94429395 0.90632772 0.89755329 0.90742363 0.8853674
 0.85637464 0.83995965 0.82903172 0.91630824 0.91152236 0.92314503
 0.93225316 0.95332832 0.95221579 0.9604843  0.96858642 0.98864935
 0.98770888 0.99464744 1.00198557 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[1.02398535 0.95818464 0.91678204 0.90471961 0.91450691 0.88406081
 0.84992864 0.83081512 0.81871691 0.91003538 0.91043019 0.9265038
 0.93700633 0.9457426  0.94945577 0.96096495 0.97039858 0.98092184
 0.98421358 0.99379781 1.00200447 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.96394444 0.90206785 0.85537992 0.81869282 0.78645821 0.89717981
 0.90115607 0.9040978  0.90757529 0.93611172 0.93823455 0.93814195
 0.93915989 0.97677235 0.97420134 0.97119955 0.96774755 1.01708641
 1.02498633 1.02785095 1.02883838 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[1.08758297 1.02541329 0.96070947 0.90981529 0.87284634 0.94989842
 0.90508245 0.87877418 0.85978218 0.97463043 0.92489978 0.89278929
 0.8696084  1.00711957 0.95948157 0.92828682 0.90512486 1.04325087
 1.01527712 0.99676086 0.98066012 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.98539418 0.92246076 0.87314555 0.83491583 0.80188479 0.91033732
 0.9089635  0.90841097 0.90911462 0.94712309 0.94371244 0.93947536
 0.93692581 0.98716225 0.97893762 0.97303922 0.96751261 1.02810377
 1.0325191  1.03357722 1.03354929 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.93840571 0.88133355 0.83882391 0.80348781 0.77250316 0.88423392
 0.89084286 0.89555883 0.90070383 0.92268908 0.92834796 0.93102172
 0.93489262 0.96182535 0.96322974 0.96446191 0.96532333 1.00016797
 1.01192261 1.018336   1.0233717  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[1.08724175 1.02303249 0.95985494 0.91160118 0.87333713 0.95374886
 0.91197044 0.88780297 0.87072561 0.9801002  0.93251717 0.90320585
 0.88131078 1.01382288 0.96823251 0.93910359 0.91655428 1.05227236
 1.02442681 1.00651674 0.99119435 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[1.08933838 1.02807078 0.96332406 0.91286619 0.87662295 0.94555041
 0.89661247 0.86703213 0.84565248 0.96789442 0.91398987 0.87912886
 0.85389903 0.99869082 0.94656797 0.91238299 0.88713941 1.03459956
 1.00305449 0.98224359 0.96396699 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",mi
"[0.74862265 0.72864428 0.71991203 0.71685474 0.71128034 0.74055579
 0.75554346 0.76154783 0.75723711 0.7657033  0.79066905 0.79324503
 0.7858794  0.78961623 0.81378593 0.81417719 0.80701886 0.81109638
 0.83335741 0.83099975 0.82295618 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ataquecorazon
"[0.78875738 0.75271746 0.72884019 0.71987502 0.71998636 0.70569124
 0.70471248 0.71766978 0.72299934 0.71859506 0.72771798 0.7417515
 0.74530986 0.73826454 0.75208293 0.76441955 0.76637216 0.76121287
 0.77500348 0.78346354 0.78478941 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ataquecorazon
"[0.75264555 0.7346065  0.73031909 0.73175364 0.72888491 0.74411526
 0.76157772 0.76814507 0.76484979 0.76739172 0.79360629 0.79688603
 0.79045018 0.79016024 0.81571753 0.81630443 0.80952522 0.81134373
 0.83312119 0.83081193 0.82306531 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ataquecorazon
"[0.74014681 0.72423928 0.71903419 0.71704809 0.71101255 0.74420038
 0.76318719 0.76766317 0.76137975 0.76756764 0.79552231 0.797187
 0.78887777 0.78993866 0.81635272 0.81635133 0.80864867 0.81021879
 0.83318491 0.83017668 0.82163981 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ataquecorazon
"[0.7914598  0.75582426 0.73185177 0.72194815 0.72089093 0.71181478
 0.71051774 0.72068708 0.72378944 0.72595507 0.73527421 0.74835118
 0.75108058 0.74662214 0.75990307 0.77139188 0.77234981 0.76992435
 0.78355367 0.79107889 0.79142512 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ataquecorazon
"[0.78593287 0.74948059 0.71971101 0.70374872 0.70033342 0.70074457
 0.70019434 0.71464985 0.72043067 0.7135673  0.72029245 0.7343124
 0.73841138 0.73268274 0.74210084 0.75427378 0.75725544 0.75428471
 0.76529177 0.77367473 0.7757901  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ataquecorazon
"[0.56836706 0.56618412 0.53848401 0.51197771 0.49093088 0.47586549
 0.44241463 0.41828832 0.39809489 0.46283408 0.43280948 0.40605608
 0.38357217 0.46143128 0.43304192 0.41070502 0.39234048 0.47334021
 0.4525277  0.43739152 0.42348281 0.76573851 0.70336633 0.65081396
 0.61271903 0.58177801 0.62702991 0.58869367 0.56792824 0.5463014
 0.63248557 0.59077053 0.61498349 0.63016857 0.63950445 0.60317821
 0.63000845 0.6459352  0.64702342 0.62256192 0.64724012 0.66589747]",ahi
"[0.68775567 0.69191963 0.68094647 0.6827323  0.68233121 0.58743305
 0.62231991 0.64734684 0.66540152 0.58808676 0.64319834 0.66404343
 0.6627247  0.60224027 0.66055847 0.678449   0.6725466  0.62558107
 0.6704699  0.68702846 0.68532863 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",ahi
"[0.75033605 0.6952506  0.64492578 0.60901375 0.58087312 0.61002754
 0.56996274 0.54757606 0.52920054 0.61715671 0.5777757  0.60763383
 0.62685081 0.62737453 0.59810263 0.62886459 0.6464447  0.63950572
 0.62155534 0.64733514 0.6646336  0.63571835 0.62563933 0.58708877
 0.55021913 0.51936045 0.53434016 0.49283758 0.46827158 0.44989111
 0.5217237  0.48302353 0.45396785 0.42999088 0.51790259 0.48026338
 0.45321448 0.43311231 0.52377303 0.49528781 0.47730909 0.46243652]",ahi
"[0.53695004 0.53668432 0.50048474 0.46990477 0.44822089 0.41943433
 0.39675505 0.37957164 0.36583272 0.41023017 0.38970072 0.371018
 0.35496738 0.41400101 0.39313114 0.37716233 0.36487204 0.43198748
 0.4127433  0.39929968 0.38748669 0.76484183 0.70363569 0.6522024
 0.61501529 0.58726796 0.63566032 0.59522485 0.56879244 0.54558789
 0.64097758 0.59497415 0.6161527  0.63305326 0.64703418 0.60716718
 0.6312464  0.64914828 0.65359644 0.62419126 0.64709257 0.66820397]",ahi
"[1.01090611 0.9739222  0.93289266 0.90415548 0.88095025 0.94255828
 0.89589078 0.86477399 0.83905584 0.95117774 0.89562279 0.85880292
 0.82747084 0.95850388 0.90202949 0.86509471 0.83618606 0.9652022
 0.91927074 0.88936136 0.86640481 0.69821045 0.69570469 0.67723361
 0.67246467 0.66931978 0.58200125 0.62638305 0.64780695 0.65282084
 0.5832822  0.63917009 0.65840884 0.65589096 0.59682939 0.65167352
 0.668673   0.66379475 0.61981638 0.66219332 0.67614457 0.67405547]",ahi
"[0.68115932 0.69042848 0.68508082 0.69009124 0.69201056 0.59217086
 0.63128077 0.65953047 0.68069332 0.59112579 0.65077366 0.66985043
 0.66884336 0.6039286  0.66866852 0.68263969 0.6747897  0.62508878
 0.67697799 0.68971876 0.68472172 1.05937697 1.02124824 0.98271685
 0.95679553 0.9362782  0.99819031 0.96256773 0.93534686 0.91425839
 1.00867307 0.96426081 0.93187807 0.9043373  1.01613832 0.96882351
 0.93519472 0.90945721 1.02103559 0.97841921 0.94882895 0.92536841]",ahi
"[0.85102182 0.81850392 0.77846246 0.75166029 0.7315872  0.75359698
 0.70974326 0.67496556 0.64644881 0.75433012 0.70694904 0.66963196
 0.63728563 0.75417511 0.70671835 0.67263673 0.64527067 0.75382928
 0.71394393 0.6877106  0.66580587 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",casa
"[0.83163691 0.80554117 0.76957377 0.74474711 0.72387057 0.74435732
 0.70707335 0.67706169 0.65295169 0.74380165 0.70336419 0.67158745
 0.64316205 0.74273578 0.70150218 0.67099973 0.64646749 0.74188255
 0.7065173  0.68231793 0.66182855 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",casa
"[0.54447446 0.5550796  0.55230511 0.54897471 0.54696665 0.50073386
 0.508541   0.51807773 0.52536351 0.49209575 0.53001339 0.54821985
 0.55101924 0.49407705 0.53780409 0.55185014 0.55014585 0.50211201
 0.53858324 0.55219995 0.55197825 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",inconsciente
